did, subsize,NumberOfInstances,LogNumberOfInstances,NumberOfFeatures,LogNumberOfFeatures,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,NumberOfClasses,NumberOfCategoricalFeatures,NumberOfNumericFeatures,RatioNumericalToNominal,RatioNominalToNumerical,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,SimpleFeatureTime,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,KurtosisKurtosis,KurtosisSkewness,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,SkewnessKurtosis,SkewnessSkewness,MeanSTDOfNumerical,STDSTDOfNumerical,StatisticalFeatureTime,ClassEntropy,MeanFeatureEntropy,MeanMutualInformation,NoiseToSignalRatio,InformationFeatureTime,DecisionTreeGiniDepth1Accuracy,DecisionTreeGiniDepth1TimeSum,DecisionTreeGiniDepth1TimeMean,DecisionTreeEntropyDepth1Accuracy,DecisionTreeEntropyDepth1TimeSum,DecisionTreeEntropyDepth1TimeMean,DecisionTreeGiniDepth2Accuracy,DecisionTreeGiniDepth2TimeSum,DecisionTreeGiniDepth2TimeMean,DecisionTreeEntropyDepth2Accuracy,DecisionTreeEntropyDepth2TimeSum,DecisionTreeEntropyDepth2TimeMean,DecisionTreeGiniDepth4Accuracy,DecisionTreeGiniDepth4TimeSum,DecisionTreeGiniDepth4TimeMean,DecisionTreeEntropyDepth4Accuracy,DecisionTreeEntropyDepth4TimeSum,DecisionTreeEntropyDepth4TimeMean,DecisionTreeGiniAccuracy,DecisionTreeGiniTimeSum,DecisionTreeGiniTimeMean,GaussianNBAccuracy,GaussianNBTimeSum,GaussianNBTimeMean,1NNAccuracy,1NNTimeSum,1NNTimeMean,SubsampleRandomForestAccuracy,SubsampleRandomForestMeanTime,SubsampleSVCAccuracy,SubsampleSVCMeanTime,SubsampleBoostingAccuracy,SubsampleBoostingMeanTime,RandomForestClassifier,SVC,DecisionTreeClassifier,GaussianNB,GradientBoostingClassifier,<lambda>,KNeighborsClassifier
1461,0.1,4521,8.41648848729,16,2.77258872224,0.00353904003539,-5.64389976505,282.5625,5.64389976505,2,9,7,0.777777777778,1.28571428571,0.11700951117,0.88299048883,0.5,0.38299048883,2,12,4.88888888889,3.87138919782,44,0.0,-1.04489542311,90.6794344505,28.1777503444,31.4857249322,-0.488690731932,0.908756164565,0.08038854599,7.32668495178,3.48320519073,2.50340904216,-1.31323578068,0.123135970233,477.513,1016.64,0.00999999999999,0.520703264293,7.45551,0.0109308211081,681.062919293,0.00999999999999,0.88817679558,0.03,0.003,0.881988950276,0.02,0.002,0.891270718232,0.03,0.003,0.892154696133,0.0700000000002,0.00700000000002,0.893480662983,0.0599999999999,0.00599999999999,0.891712707182,0.11,0.011,0.866850828729,0.22,0.022,0.849392265193,0.0300000000002,0.00300000000002,0.85182320442,0.13,0.013,0.87,0.029,0.88,0.014,0.854,0.086,0.0699999999999,1.27,0.0200000000002,0.0,0.41,3.32,0.1
1461,0.2,9042,9.10963566785,16,2.77258872224,0.0017695200177,-6.33704694561,565.125,6.33704694561,2,9,7,0.777777777778,1.28571428571,0.11700951117,0.88299048883,0.5,0.38299048883,2,12,4.88888888889,3.87138919782,44,0.0599999999999,-1.04319130812,133.726150268,42.3462627235,47.5635075545,-0.687478427669,0.862899178434,0.0768813043833,8.17162799835,3.87940425745,2.85798545003,-1.36755135375,0.144279034723,476.973,1013.74,0.14,0.520703264293,8.15156,0.0105803832107,769.441157789,0.22,0.882808181316,0.78,0.078,0.882808181316,0.93,0.093,0.888170259812,0.57,0.057,0.886180210061,0.0999999999999,0.00999999999999,0.894472084024,0.14,0.014,0.894527363184,0.19,0.019,0.875621890547,0.39,0.039,0.854118297402,0.05,0.005,0.852570480929,0.31,0.031,0.87,0.029,0.88,0.014,0.854,0.086,0.12,11.77,0.05,0.0100000000002,0.8,6.13,0.25
1461,0.3,13563,9.51510077596,16,2.77258872224,0.0011796800118,-6.74251205372,847.6875,6.74251205372,2,9,7,0.777777777778,1.28571428571,0.11700951117,0.88299048883,0.5,0.38299048883,2,12,4.88888888889,3.87138919782,44,0.0800000000002,-1.05261595482,161.385672036,51.1012528019,61.3484197134,-0.965795146903,0.871505807486,0.0760460793972,9.18562793732,4.18244822962,3.29569852893,-1.31849401051,0.339299225746,508.949,1093.79,0.15,0.520703264293,8.55797,0.0104758206399,815.925798351,0.3,0.883155178769,1.08,0.108,0.883155178769,1.09,0.109,0.889273866568,0.11,0.011,0.885698488758,0.13,0.013,0.89373387394,0.2,0.02,0.894618503502,0.28,0.028,0.87069664578,0.64,0.064,0.84511610763,0.0699999999999,0.00699999999999,0.849244378916,0.53,0.053,0.87,0.029,0.88,0.014,0.854,0.086,0.17,36.95,0.0799999999999,0.00999999999999,1.16,8.74,0.43
1461,0.4,18084,9.80278284841,16,2.77258872224,0.000884760008848,-7.03019412617,1130.25,7.03019412617,2,9,7,0.777777777778,1.28571428571,0.11700951117,0.88299048883,0.5,0.38299048883,2,12,4.88888888889,3.87138919782,44,0.11,-1.05891310085,5011.28146867,751.188752489,1740.19491177,2.15563365873,2.03629268872,0.0813950672746,53.7811088562,10.7144461327,17.8274880224,1.90980631854,1.92928119449,511.985,1100.74,0.16,0.520703264293,8.84953,0.0104360676764,846.975640643,0.39,0.883052253249,1.17,0.117,0.883052253249,0.0999999999999,0.00999999999999,0.887973458667,0.14,0.014,0.883715786563,0.19,0.019,0.894028200166,0.28,0.028,0.898064694498,0.35,0.035,0.870942770252,0.89,0.089,0.844180259884,0.0799999999999,0.00799999999999,0.848327343102,0.8,0.08,0.87,0.029,0.88,0.014,0.854,0.086,0.22,67.41,0.11,0.00999999999999,1.61,11.74,0.75
1461,0.5,22605,10.0259263997,16,2.77258872224,0.000707808007078,-7.25333767749,1412.8125,7.25333767749,2,9,7,0.777777777778,1.28571428571,0.11696527317,0.88303472683,0.5,0.38303472683,2,12,4.88888888889,3.87138919782,44,0.14,-1.0618357128,5094.30752496,762.230474261,1769.48873535,2.15681864037,2.03681723781,0.0876328647137,51.9424247742,10.4284027432,17.1906142801,1.90402791128,1.92636802943,506.928,1088.64,0.17,0.520574262701,9.06725,0.0106233633974,852.519908896,0.47,0.88299048883,1.11,0.111,0.88299048883,0.13,0.013,0.888741428887,0.18,0.018,0.883101083831,0.22,0.022,0.897898694979,0.33,0.033,0.896394602964,0.43,0.043,0.873280247733,1.09,0.109,0.843574430436,0.0800000000002,0.00800000000002,0.852665339527,1.07,0.107,0.87,0.029,0.88,0.014,0.854,0.086,0.29,105.27,0.14,0.00999999999999,2.0,12.32,0.69
1461,0.6,27126,10.2082479565,16,2.77258872224,0.000589840005898,-7.43565923428,1695.375,7.43565923428,2,9,7,0.777777777778,1.28571428571,0.11697264617,0.88302735383,0.5,0.38302735383,2,12,4.88888888889,3.87138919782,44,0.0999999999999,-1.06188373548,5170.81694186,771.808353458,1796.69412308,2.1582232112,2.03744115024,0.0930490121245,50.5873832703,10.1987784877,16.7224476655,1.90670520424,1.927101246,503.758,1080.59,0.14,0.520595764865,9.25307,0.0102338067589,903.16648733,0.41,0.882970880944,0.98,0.098,0.882970880944,0.13,0.013,0.88877626244,0.2,0.02,0.883339476594,0.24,0.024,0.894397346111,0.37,0.037,0.893328418725,0.49,0.049,0.869885735348,1.29,0.129,0.839402875046,0.11,0.011,0.849741983045,1.38,0.138,0.87,0.029,0.88,0.014,0.854,0.086,0.34,153.11,0.17,0.00999999999999,2.41,11.99,0.95
1461,0.7,31647,10.3623986363,16,2.77258872224,0.000505577147913,-7.58980991411,1977.9375,7.58980991411,2,9,7,0.777777777778,1.28571428571,0.116977912598,0.883022087402,0.5,0.383022087402,2,12,4.88888888889,3.87138919782,44,0.13,-1.0608780172,5192.96579132,773.041544942,1805.11780784,2.15946642305,2.03799521506,0.0973737984896,49.1075553894,9.92219079605,16.2191639528,1.9127290803,1.92928909775,499.059,1069.02,0.15,0.520611123088,9.40648,0.0101711624494,923.818937558,0.47,0.883096366509,0.590000000001,0.0590000000001,0.883096366509,0.159999999999,0.0159999999999,0.888641390205,0.24,0.024,0.88429699842,0.3,0.03,0.894265402844,0.45,0.045,0.89252764613,0.559999999999,0.0559999999999,0.870015797788,1.54,0.154,0.840410742496,0.129999999999,0.0129999999999,0.849842022117,1.79,0.179,0.87,0.029,0.88,0.014,0.854,0.086,0.41,211.62,0.21,0.0100000000002,2.93,20.12,2.08
1461,0.8,36168,10.495930029,16,2.77258872224,0.000442380004424,-7.72334130673,2260.5,7.72334130673,2,9,7,0.777777777778,1.28571428571,0.11698186242,0.88301813758,0.5,0.38301813758,2,12,4.88888888889,3.87138919782,44,0.22,-1.06280063463,4857.2416858,723.839109279,1688.12034146,2.15925134622,2.03789827343,0.0968418493867,45.8174095154,9.41041644663,15.0907674774,1.88723869274,1.9179483023,495.637,1061.36,0.2,0.520622641501,9.53907,0.0102418999954,930.377376112,0.5,0.883052253249,0.17,0.017,0.883052253249,0.18,0.018,0.887337572574,0.289999999999,0.0289999999999,0.884130494885,0.330000000001,0.0330000000001,0.89296378214,0.549999999999,0.0549999999999,0.893309372408,0.67,0.067,0.872366602156,1.84,0.184,0.844760851534,0.14,0.014,0.852916781863,2.21,0.221,0.87,0.029,0.88,0.014,0.854,0.086,0.47,283.14,0.23,0.00999999999976,3.33,22.56,2.6
1461,0.9,40689,10.6137130646,16,2.77258872224,0.000393226670599,-7.84112434239,2543.0625,7.84112434239,2,9,7,0.777777777778,1.28571428571,0.116984934503,0.883015065497,0.5,0.383015065497,2,12,4.88888888889,3.87138919782,44,0.00999999999976,-1.0616670307,4767.13893346,711.230845537,1656.50224212,2.15889499667,2.03773827552,0.0954627096653,44.2279434204,9.18959216135,14.5415434847,1.86515713185,1.90818090471,493.017,1055.28,0.0100000000002,0.520631600116,9.66003,0.0103104945431,935.911954734,0.0499999999997,0.883017940526,0.19,0.019,0.883017940526,0.2,0.02,0.888781027279,0.320000000002,0.0320000000002,0.884517080364,0.38,0.038,0.894273777341,0.66,0.066,0.893794544114,0.72,0.072,0.871971000246,2.15,0.215,0.840968296879,0.170000000001,0.0170000000001,0.852875399361,2.73,0.273,0.87,0.029,0.88,0.014,0.854,0.086,0.56,356.26,0.25,0.02,3.6,18.08,2.88
1461,1.0,45211,10.719095699,16,2.77258872224,0.000353896175709,-7.9465069768,2825.6875,7.9465069768,2,9,7,0.777777777778,1.28571428571,0.116984804583,0.883015195417,0.5,0.383015195417,2,12,4.88888888889,3.87138919782,44,0.02,-1.0599128464,4506.36106389,672.955383552,1565.6551786,2.15857309162,2.03759459484,0.0930760651827,41.8450737,8.80590129111,13.7284555691,1.84381183716,1.8987371596,489.532,1046.73,0.0100000000002,0.520631221254,9.7648,0.0103241801096,944.818823648,0.0699999999997,0.883003428066,0.3,0.03,0.883003428066,0.33,0.033,0.887835895168,0.51,0.051,0.883578458476,0.4,0.04,0.893331858896,0.669999999998,0.0669999999998,0.893553024439,0.809999999999,0.0809999999999,0.873261085923,2.3,0.23,0.840771867743,0.19,0.019,0.849507906668,3.21,0.321,0.87,0.029,0.88,0.014,0.854,0.086,0.59,435.22,0.31,0.0100000000002,3.81,24.98,2.83
1479,0.5,606,6.40687998607,100,4.60517018599,0.16501650165,-1.80170980008,6.06,1.80170980008,2,0,100,0,0.0,0.5,0.5,0.5,0.0,0,0,0,0,0,0.0,6.50900930752,10.4648476218,7.75605681621,0.713756496622,2.70995056397,1.41131219512,2.60473585129,3.00471425056,2.73904882431,0.0774567312268,1.73159896897,1.15280599824,18085.8,250.195,0.0599999999999,-1,-1,-1,-1,-1,0.47868852459,0.0499999999997,0.00499999999997,0.477868852459,0.15,0.015,0.490163934426,0.0999999999999,0.00999999999999,0.487704918033,0.36,0.036,0.498360655738,0.31,0.031,0.49262295082,0.7,0.07,0.520491803279,0.6,0.06,0.490163934426,0.00999999999976,0.000999999999976,0.531967213115,0.0499999999997,0.00499999999997,0.527,0.054,0.502,0.032,0.507,0.338,0.0700000000002,0.0599999999999,0.0799999999999,0.0,0.51,1.08,0.02
1479,0.6,728,6.5903010482,100,4.60517018599,0.137362637363,-1.98513086221,7.28,1.98513086221,2,0,100,0,0.0,0.5,0.5,0.5,0.0,0,0,0,0,0,0.0100000000002,7.35667345082,10.8788869929,8.4628417506,0.639506688094,2.74579381577,1.45129272981,2.71913337708,3.07075500488,2.83684700727,0.0686188606514,1.68125622093,1.19123466166,17787.2,230.835,0.86,-1,-1,-1,-1,-1,0.515753424658,0.859999999999,0.0859999999999,0.507534246575,2.11,0.211,0.51095890411,0.11,0.011,0.511643835616,0.36,0.036,0.515753424658,0.24,0.024,0.515068493151,0.67,0.067,0.535616438356,0.86,0.086,0.498630136986,0.02,0.002,0.541780821918,0.0500000000002,0.00500000000002,0.527,0.054,0.502,0.032,0.507,0.338,0.0700000000002,0.0799999999999,0.12,0.0,0.59,1.04,0.02
1479,0.7,848,6.74288063579,100,4.60517018599,0.117924528302,-2.1377104498,8.48,2.1377104498,2,0,100,0,0.0,0.5,0.5,0.5,0.0,0,0,0,0,0,0.0,8.1111429682,11.6612167507,8.96623647875,0.677186636305,3.09234571538,1.67301544315,2.82456016541,3.12980914116,2.91347095013,0.0672979235979,1.20959346732,1.23417723584,18154.6,214.168,0.87,-1,-1,-1,-1,-1,0.506470588235,1.05,0.105,0.495294117647,1.33,0.133,0.505882352941,0.15,0.015,0.497647058824,0.42,0.042,0.507647058824,0.29,0.029,0.501176470588,0.84,0.084,0.550588235294,1.11,0.111,0.484117647059,0.0100000000002,0.00100000000002,0.560588235294,0.0599999999999,0.00599999999999,0.527,0.054,0.502,0.032,0.507,0.338,0.12,0.12,0.15,0.0,0.67,1.17,0.0200000000004
1479,0.8,968,6.87523208728,100,4.60517018599,0.103305785124,-2.27006190129,9.68,2.27006190129,2,0,100,0,0.0,0.5,0.5,0.5,0.0,0,0,0,0,0,0.0,8.8467755675,12.1114076927,9.71995096969,0.611419309034,2.84621591358,1.54585251891,2.92526388168,3.21636557579,3.02507553816,0.0593615572156,1.00424438407,1.08646332553,18035.9,196.501,0.87,-1,-1,-1,-1,-1,0.513402061856,1.24,0.124,0.505154639175,2.53,0.253,0.509278350515,0.18,0.018,0.504639175258,0.47,0.047,0.514432989691,0.33,0.033,0.509793814433,0.9,0.09,0.546391752577,1.24,0.124,0.485051546392,0.00999999999976,0.000999999999976,0.541237113402,0.0700000000002,0.00700000000002,0.527,0.054,0.502,0.032,0.507,0.338,0.0999999999999,0.15,0.21,0.0,0.75,1.23,0.0299999999997
1479,0.9,1090,6.99393297522,100,4.60517018599,0.0917431192661,-2.38876278924,10.9,2.38876278924,2,0,100,0,0.0,0.5,0.5,0.5,0.0,0,0,0,0,0,0.0,9.14811807145,12.1517448074,10.000882067,0.579266752328,2.13334109424,1.29804827402,2.96185898781,3.23795342445,3.05491778851,0.0552270479416,0.708559607334,0.893708952598,17968.4,182.092,0.89,-1,-1,-1,-1,-1,0.501834862385,1.37,0.137,0.498165137615,1.98,0.198,0.501834862385,0.2,0.02,0.500458715596,0.54,0.054,0.504128440367,0.36,0.036,0.499541284404,1.03,0.103,0.554587155963,1.46,0.146,0.480733944954,0.0,0.0,0.575229357798,0.0799999999999,0.00799999999999,0.527,0.054,0.502,0.032,0.507,0.338,0.12,0.2,0.27,0.0,0.86,1.13,0.0300000000002
1479,1.0,1212,7.10002716663,100,4.60517018599,0.0825082508251,-2.49485698064,12.12,2.49485698064,2,0,100,0,0.0,0.5,0.5,0.5,0.0,0,0,0,0,0,0.0100000000002,8.78009851304,11.4168995579,9.54289321393,0.52495364541,1.97009760333,1.29189884234,2.91741204262,3.16447377205,3.00095634937,0.0510554649106,0.676028575971,0.904190565155,17992.9,172.287,0.89,-1,-1,-1,-1,-1,0.50737704918,1.56,0.156,0.500409836066,2.3,0.23,0.505737704918,0.22,0.022,0.502049180328,0.6,0.06,0.512704918033,0.41,0.041,0.51106557377,1.16,0.116,0.553278688525,1.86,0.186,0.490163934426,0.0300000000002,0.00300000000002,0.586475409836,0.12,0.012,0.527,0.054,0.502,0.032,0.507,0.338,0.14,0.24,0.3,0.0,0.97,1.67,0.0699999999997
